"","gene","ensembl_gene_id","Length","transcript_length","cds_length"
"14307","KLF2","ENSG00000127528",3057,1291,652.5
"14308","KLF2P1","ENSG00000231240",1464,1042,NA
"14309","KLF2P2","ENSG00000230646",1494,1039,NA
"14310","KLF2P3","ENSG00000223349",1527,1087,NA
"14311","KLF2P4","ENSG00000236516",1224,1225,NA
"14312","KLF3","ENSG00000109787",37320,1871,NA
"14313","KLF3-AS1","ENSG00000231160",62476,1369,NA
"14314","KLF3P1","ENSG00000253218",1021,1022,NA
"14315","KLF3P2","ENSG00000241879",267,268,NA
"14316","KLF4","ENSG00000136826",5630,2174.5,NA
"14317","KLF4P1","ENSG00000233186",1184,1185,NA
"14318","KLF5","ENSG00000102554",22565,984,NA
"14319","KLF6","ENSG00000067082",9285,925,NA
"14320","KLF7","ENSG00000118263",93130,672,NA
"14321","KLF7-IT1","ENSG00000237892",1160,655,NA
"14322","KLF7P1","ENSG00000240704",1047,1048,NA
"14323","KLF8","ENSG00000102349",59175,4885.5,NA
"14324","KLF8P1","ENSG00000260726",1060,1061,NA
"14325","KLF9","ENSG00000119138",30027,5175,735
"14326","KLHDC1","ENSG00000197776",60045,1043,NA
"14327","KLHDC10","ENSG00000128607",65171,637.5,NA
"14328","KLHDC2","ENSG00000165516",18255,827,NA
"14329","KLHDC3","ENSG00000124702",7195,1869,1149
"14330","KLHDC4","ENSG00000104731",69507,585,NA
"14331","KLHDC7A","ENSG00000179023",5144,5145,2334
"14332","KLHDC7B","ENSG00000130487",5124,2990,NA
"14333","KLHDC8A","ENSG00000162873",21025,588.5,NA
"14334","KLHDC8B","ENSG00000185909",4888,832,NA
"14335","KLHDC9","ENSG00000162755",1985,848.5,NA
"14336","KLHL1","ENSG00000150361",407899,4035.5,2155.5
"14337","KLHL10","ENSG00000161594",12699,605,NA
"14338","KLHL11","ENSG00000178502",16905,7402,2127
"14339","KLHL12","ENSG00000117153",37520,2257,946
"14340","KLHL13","ENSG00000003096",219527,3256,1842
"14341","KLHL14","ENSG00000197705",100350,1884,1167
"14342","KLHL15","ENSG00000174010",43466,6272,1815
"14343","KLHL17","ENSG00000187961",5135,955,NA
"14344","KLHL18","ENSG00000114648",63899,1404.5,NA
"14345","KLHL2","ENSG00000109466",115595,2305.5,NA
"14346","KLHL20","ENSG00000076321",71751,921,NA
"14347","KLHL21","ENSG00000162413",23883,1500.5,685
"14348","KLHL22","ENSG00000099910",54325,755.5,NA
"14349","KLHL23","ENSG00000213160",82501,843,NA
"14350","KLHL24","ENSG00000114796",48909,587,NA
"14351","KLHL25","ENSG00000183655",35599,3650,NA
"14352","KLHL26","ENSG00000167487",34696,565.5,NA
"14353","KLHL28","ENSG00000179454",118003,847,NA
"14354","KLHL29","ENSG00000119771",323432,4184,NA
"14355","KLHL2P1","ENSG00000250412",43904,521,NA
"14356","KLHL3","ENSG00000146021",118589,1568,NA
"14357","KLHL30","ENSG00000168427",14279,3780,1737
"14358","KLHL30-AS1","ENSG00000279484",3105,3106,NA
"14359","KLHL31","ENSG00000124743",17840,3840.5,1905
"14360","KLHL32","ENSG00000186231",216134,2864,531
"14361","KLHL33","ENSG00000185271",10314,5404,1872
"14362","KLHL34","ENSG00000185915",3640,3641,1935
"14363","KLHL35","ENSG00000149243",8235,1936,NA
"14364","KLHL36","ENSG00000135686",19175,1974,NA
"14365","KLHL38","ENSG00000175946",7423,1982,1746
"14366","KLHL4","ENSG00000102271",152641,3703,2157
"14367","KLHL40","ENSG00000157119",7007,2499,1866
"14368","KLHL41","ENSG00000239474",16556,713,NA
"14369","KLHL42","ENSG00000087448",22992,1894,NA
"14370","KLHL5","ENSG00000109790",81818,2926,2085
"14371","KLHL6","ENSG00000172578",68155,4823,NA
"14372","KLHL6-AS1","ENSG00000242522",3591,503,NA
"14373","KLHL7","ENSG00000122550",72156,592,NA
"14374","KLHL7-DT","ENSG00000230658",5489,3500,NA
"14375","KLHL8","ENSG00000145332",80211,2822,NA
"14376","KLHL9","ENSG00000198642",5739,5740,1854
"14377","KLK1","ENSG00000167748",4641,952,NA
"14378","KLK10","ENSG00000129451",7436,2206,NA
"14379","KLK11","ENSG00000167757",5823,993,NA
"14380","KLK12","ENSG00000186474",6138,962,534
"14381","KLK13","ENSG00000167759",9488,1239,300
"14382","KLK14","ENSG00000129437",6750,1060,756
"14383","KLK15","ENSG00000174562",11924,855,NA
"14384","KLK2","ENSG00000167751",18999,892,NA
"14385","KLK3","ENSG00000142515",5849,1082.5,NA
"14386","KLK4","ENSG00000167749",4386,739,NA
"14387","KLK5","ENSG00000167754",9790,1365,NA
"14388","KLK6","ENSG00000167755",11042,1353,414
"14389","KLK7","ENSG00000169035",7631,1483,NA
"14390","KLK8","ENSG00000129455",6704,548,NA
"14391","KLK9","ENSG00000213022",7126,1042,469.5
"14392","KLKB1","ENSG00000164344",49492,2058,NA
"14393","KLKP1","ENSG00000197588",14302,1125,NA
"14394","KLLN","ENSG00000227268",4279,4280,537
"14395","KLLN","ENSG00000283059",533,534,534
"14396","KLRA1P","ENSG00000256667",11606,1410,NA
"14397","KLRB1","ENSG00000111796",13365,1478,678
"14398","KLRC1","ENSG00000134545",12421,1332,NA
"14399","KLRC2","ENSG00000205809",15446,827,447
"14400","KLRC3","ENSG00000205810",8283,913,748.5
"14401","KLRC4","ENSG00000183542",2375,930,477
"14402","KLRC4-KLRK1","ENSG00000255819",37793,1085,NA
"14403","KLRD1","ENSG00000134539",103550,789,NA
"14404","KLRF1","ENSG00000150045",17526,898,NA
"14405","KLRF2","ENSG00000256797",14344,731,624
"14406","KLRG1","ENSG00000139187",60716,592,NA
"14407","KLRG2","ENSG00000188883",30983,1653,1087.5
"14408","KLRK1","ENSG00000213809",19521,1576,NA
"14409","KMO","ENSG00000117009",63508,691.5,NA
"14410","KMT2A","ENSG00000118058",90342,1601.5,NA
"14411","KMT2B","ENSG00000272333",20859,823,NA
"14412","KMT2C","ENSG00000055609",301083,761,NA
"14413","KMT2D","ENSG00000167548",40799,625.5,NA
"14414","KMT2E","ENSG00000005483",100829,1133,NA
"14415","KMT2E-AS1","ENSG00000239569",896,736,NA
"14416","KMT5A","ENSG00000183955",25580,901,NA
"14417","KMT5AP1","ENSG00000279730",1179,1180,NA
"14418","KMT5AP1","ENSG00000280895",1179,1180,NA
"14419","KMT5B","ENSG00000110066",58965,1599,NA
"14420","KMT5C","ENSG00000133247",8268,878.5,NA
"14421","KNCN","ENSG00000162456",5883,822.5,NA
"14422","KNDC1","ENSG00000171798",66193,643,NA
"14423","KNG1","ENSG00000113889",27062,1742,NA
"14424","KNL1","ENSG00000137812",70322,669,NA
"14425","KNOP1","ENSG00000103550",16298,1311,NA
"14426","KNOP1P1","ENSG00000256852",988,989,NA
"14427","KNOP1P2","ENSG00000270429",1316,1317,NA
"14428","KNOP1P3","ENSG00000224344",425,426,NA
"14429","KNOP1P4","ENSG00000232422",1437,1438,NA
"14430","KNOP1P5","ENSG00000250563",1644,1378,NA
"14431","KNSTRN","ENSG00000128944",11525,784,NA
"14432","KNTC1","ENSG00000184445",99150,782,NA
"14433","KPNA1","ENSG00000114030",93043,1452.5,NA
"14434","KPNA2","ENSG00000182481",11146,569,NA
"14435","KPNA2P1","ENSG00000236530",1590,1591,NA
"14436","KPNA2P2","ENSG00000228928",1488,1489,NA
"14437","KPNA2P3","ENSG00000266820",8685,848,NA
"14438","KPNA3","ENSG00000102753",93362,2405,920.5
"14439","KPNA4","ENSG00000186432",70564,790,NA
"14440","KPNA5","ENSG00000196911",60680,2150,1620
"14441","KPNA6","ENSG00000025800",68507,2453,NA
"14442","KPNA7","ENSG00000185467",33932,1725,1551
"14443","KPNA7","ENSG00000284068",33932,1725,1551
"14444","KPNB1","ENSG00000108424",36029,697.5,NA
"14445","KPRP","ENSG00000203786",2491,2492,1740
"14446","KPTN","ENSG00000118162",9115,638,NA
"14447","KRAS","ENSG00000133703",45690,3501,397.5
"14448","KRASP1","ENSG00000220635",551,552,NA
"14449","KRBA1","ENSG00000133619",19794,699,NA
"14450","KRBA2","ENSG00000184619",19809,2570,1377
"14451","KRBOX1","ENSG00000240747",133309,750,NA
"14452","KRBOX1-AS1","ENSG00000206552",2533,2134,NA
"14453","KRBOX4","ENSG00000147121",50130,993,NA
"14454","KRCC1","ENSG00000172086",37047,1704.5,780
"14455","KREMEN1","ENSG00000183762",95255,997,NA
"14456","KREMEN2","ENSG00000131650",4167,1902,1267.5
"14457","KRI1","ENSG00000129347",12946,773,NA
"14458","KRIT1","ENSG00000001631",47197,683.5,NA
"14459","KRR1","ENSG00000111615",20773,855,NA
"14460","KRR1P1","ENSG00000237672",1886,803,NA
"14461","KRT1","ENSG00000167768",5671,1511,NA
"14462","KRT10","ENSG00000186395",4497,1363,1039.5
"14463","KRT12","ENSG00000187242",5920,632,NA
"14464","KRT12","ENSG00000263243",5907,1867,1485
"14465","KRT125P","ENSG00000258036",6625,989,NA
"14466","KRT126P","ENSG00000257402",6088,1181,NA
"14467","KRT127P","ENSG00000257125",1843,433,NA
"14468","KRT128P","ENSG00000258120",4117,1201,NA
"14469","KRT13","ENSG00000171401",4724,1219,NA
"14470","KRT14","ENSG00000186847",4616,1053,NA
"14471","KRT15","ENSG00000171346",8784,959,NA
"14472","KRT16","ENSG00000186832",6121,955,NA
"14473","KRT16P1","ENSG00000214856",10844,845.5,NA
"14474","KRT16P1","ENSG00000284527",10844,845.5,NA
"14475","KRT16P2","ENSG00000227300",2831,993,NA
"14476","KRT16P3","ENSG00000214822",10844,1147.5,NA
"14477","KRT16P4","ENSG00000229526",25676,442,NA
"14478","KRT16P4","ENSG00000284285",25676,442,NA
"14479","KRT16P5","ENSG00000230088",521,522,NA
"14480","KRT16P6","ENSG00000226145",4596,1070.5,NA
"14481","KRT17","ENSG00000128422",5400,695,NA
"14482","KRT17P1","ENSG00000131885",4986,636,NA
"14483","KRT17P2","ENSG00000186831",4987,1000,NA
"14484","KRT17P2","ENSG00000284257",4987,1000,NA
"14485","KRT17P3","ENSG00000231870",4048,1262,NA
"14486","KRT17P4","ENSG00000205312",5142,670,NA
"14487","KRT17P5","ENSG00000205266",9369,621,NA
"14488","KRT17P5","ENSG00000284350",9369,621,NA
"14489","KRT17P6","ENSG00000231645",4919,936.5,NA
"14490","KRT17P7","ENSG00000205215",9375,835.5,NA
"14491","KRT17P8","ENSG00000256937",862,863,NA
"14492","KRT18","ENSG00000111057",4035,1413,NA
"14493","KRT18P1","ENSG00000226462",1330,1331,NA
"14494","KRT18P1","ENSG00000228666",1330,1331,NA
"14495","KRT18P1","ENSG00000228990",1330,1331,NA
"14496","KRT18P1","ENSG00000233505",1330,1331,NA
"14497","KRT18P1","ENSG00000235541",1330,1331,NA
"14498","KRT18P10","ENSG00000214207",1286,1287,NA
"14499","KRT18P11","ENSG00000215089",1282,1283,NA
"14500","KRT18P12","ENSG00000215819",1272,1273,NA
"14501","KRT18P13","ENSG00000214417",1812,1290,NA
"14502","KRT18P14","ENSG00000186082",1249,1250,NA
"14503","KRT18P15","ENSG00000234737",1290,1291,NA
"14504","KRT18P16","ENSG00000235275",1293,1294,NA
"14505","KRT18P17","ENSG00000213943",1278,1279,NA
"14506","KRT18P18","ENSG00000261764",1278,1279,NA
"14507","KRT18P19","ENSG00000213601",704,705,NA
"14508","KRT18P2","ENSG00000234439",1257,1258,NA
"14509","KRT18P20","ENSG00000257758",1278,1279,NA
"14510","KRT18P21","ENSG00000250363",1271,1272,NA
"14511","KRT18P22","ENSG00000218153",1346,1347,NA
"14512","KRT18P23","ENSG00000215333",1282,1283,NA
"14513","KRT18P24","ENSG00000226234",1155,1156,NA
"14514","KRT18P25","ENSG00000249064",1277,1278,NA
"14515","KRT18P26","ENSG00000229798",1280,1281,NA
"14516","KRT18P27","ENSG00000224419",1298,1299,NA
"14517","KRT18P28","ENSG00000176855",1331,1332,NA
"14518","KRT18P29","ENSG00000213958",1266,1267,NA
"14519","KRT18P3","ENSG00000215553",1287,1288,NA
"14520","KRT18P31","ENSG00000249850",1291,1292,NA
"14521","KRT18P32","ENSG00000215149",1286,1287,NA
"14522","KRT18P33","ENSG00000214533",1042,1043,NA
"14523","KRT18P34","ENSG00000244515",1269,1270,NA
"14524","KRT18P35","ENSG00000215606",1268,1269,NA
"14525","KRT18P36","ENSG00000226246",1275,1276,NA
"14526","KRT18P37","ENSG00000253943",1281,1282,NA
"14527","KRT18P38","ENSG00000214012",1281,1282,NA
"14528","KRT18P39","ENSG00000224791",1298,1299,NA
"14529","KRT18P4","ENSG00000229222",1287,1288,NA
"14530","KRT18P40","ENSG00000269012",4083,1571,NA
"14531","KRT18P40","ENSG00000277976",4083,1571,NA
"14532","KRT18P41","ENSG00000253219",1276,1277,NA
"14533","KRT18P42","ENSG00000214794",1254,1255,NA
"14534","KRT18P43","ENSG00000240128",1280,1281,NA
"14535","KRT18P44","ENSG00000218728",1284,1285,NA
"14536","KRT18P45","ENSG00000249438",1332,1333,NA
"14537","KRT18P46","ENSG00000235716",1278,1279,NA
"14538","KRT18P47","ENSG00000259489",976,977,NA
"14539","KRT18P48","ENSG00000217889",851,852,NA
"14540","KRT18P49","ENSG00000214720",831,832,NA
"14541","KRT18P5","ENSG00000236670",1290,1291,NA
"14542","KRT18P50","ENSG00000219941",1242,1243,NA
"14543","KRT18P51","ENSG00000250504",745,746,NA
"14544","KRT18P52","ENSG00000237007",845,846,NA
"14545","KRT18P53","ENSG00000229232",116,117,NA
"14546","KRT18P53","ENSG00000280844",116,117,NA
"14547","KRT18P53","ENSG00000281050",116,117,NA
"14548","KRT18P54","ENSG00000250834",747,748,NA
"14549","KRT18P55","ENSG00000265480",41797,1546,NA
"14550","KRT18P56","ENSG00000249668",549,550,NA
"14551","KRT18P57","ENSG00000215867",1253,1254,NA
"14552","KRT18P58","ENSG00000254831",1119,1120,NA
"14553","KRT18P59","ENSG00000187686",13620,2284.5,NA
"14554","KRT18P6","ENSG00000258783",1264,1265,NA
"14555","KRT18P60","ENSG00000215208",1296,1297,NA
"14556","KRT18P61","ENSG00000267083",1297,1298,NA
"14557","KRT18P62","ENSG00000233471",1286,1287,NA
"14558","KRT18P63","ENSG00000235413",1302,979,NA
"14559","KRT18P64","ENSG00000213211",1218,1219,NA
"14560","KRT18P65","ENSG00000215807",1285,1286,NA
"14561","KRT18P66","ENSG00000235626",1268,1269,NA
"14562","KRT18P67","ENSG00000233425",1263,1264,NA
"14563","KRT18P68","ENSG00000213100",999,1000,NA
"14564","KRT18P7","ENSG00000258951",1218,1219,NA
"14565","KRT18P8","ENSG00000264644",1245,1246,NA
"14566","KRT18P9","ENSG00000271231",1299,1300,NA
"14567","KRT19","ENSG00000171345",4691,654,NA
"14568","KRT19P1","ENSG00000218014",1185,1186,NA
"14569","KRT19P2","ENSG00000216306",1011,793.5,NA
"14570","KRT19P3","ENSG00000249681",827,828,NA
"14571","KRT19P4","ENSG00000234102",942,943,NA
"14572","KRT19P6","ENSG00000249891",208,209,NA
"14573","KRT2","ENSG00000172867",7653,1535.5,NA
"14574","KRT20","ENSG00000171431",9353,1055.5,NA
"14575","KRT20","ENSG00000263057",9286,1022,NA
"14576","KRT222","ENSG00000213424",10516,1909.5,177
"14577","KRT223P","ENSG00000229028",4697,905.5,NA
"14578","KRT23","ENSG00000108244",14938,865,NA
"14579","KRT23","ENSG00000263309",14938,865,NA
"14580","KRT24","ENSG00000167916",5761,1883,1578
"14581","KRT25","ENSG00000204897",7310,1669,1353
"14582","KRT26","ENSG00000186393",5924,1733,1407
"14583","KRT27","ENSG00000171446",5742,1199,NA
"14584","KRT28","ENSG00000173908",7763,1692,1395
"14585","KRT3","ENSG00000186442",6432,2319,1887
"14586","KRT31","ENSG00000094796",3887,1615,1251
"14587","KRT31","ENSG00000262993",3868,1596,1251
"14588","KRT32","ENSG00000108759",7618,1750,1347
"14589","KRT33A","ENSG00000006059",4736,1303,1215
"14590","KRT33A","ENSG00000261986",4720,1287,1215
"14591","KRT33B","ENSG00000131738",6315,1616,1215
"14592","KRT33B","ENSG00000263012",6306,1607,1215
"14593","KRT34","ENSG00000131737",4753,1751,1311
"14594","KRT34","ENSG00000262045",4735,1732,1311
"14595","KRT35","ENSG00000197079",4451,1724,1323
"14596","KRT36","ENSG00000126337",6410,1675.5,1329
"14597","KRT37","ENSG00000108417",4038,1743,1350
"14598","KRT37","ENSG00000263022",3770,1475,1350
"14599","KRT38","ENSG00000171360",4475,2337,1371
"14600","KRT39","ENSG00000196859",8531,1689,NA
"14601","KRT39","ENSG00000262164",8475,1689,NA
"14602","KRT4","ENSG00000170477",7567,576,NA
"14603","KRT40","ENSG00000204889",9419,1812,1296
"14604","KRT40","ENSG00000262845",9419,1812,1296
"14605","KRT41P","ENSG00000225438",5263,1293,NA
"14606","KRT42P","ENSG00000214514",13872,831,NA
"14607","KRT43P","ENSG00000236473",5872,910,NA
"14608","KRT5","ENSG00000186081",5955,764,NA
"14609","KRT6A","ENSG00000205420",6081,715,NA
"14610","KRT6B","ENSG00000185479",5495,2302,1695
"14611","KRT6C","ENSG00000170465",5289,1610,NA
"14612","KRT7","ENSG00000135480",19666,541,NA
"14613","KRT7-AS","ENSG00000257671",2400,1693,NA
"14614","KRT71","ENSG00000139648",9236,2263,1572
"14615","KRT72","ENSG00000170486",15949,1764,1410
"14616","KRT73","ENSG00000186049",10989,2284,NA
"14617","KRT73-AS1","ENSG00000257495",13838,734,NA
"14618","KRT74","ENSG00000170484",8061,2843,NA
"14619","KRT75","ENSG00000170454",10301,2170,1656
"14620","KRT76","ENSG00000185069",9190,2529,1917
"14621","KRT77","ENSG00000189182",13898,2212,NA
"14622","KRT78","ENSG00000170423",11288,624,NA
"14623","KRT79","ENSG00000185640",12903,1542,NA
"14624","KRT8","ENSG00000170421",52767,918,NA
"14625","KRT80","ENSG00000167767",23018,3873,NA
"14626","KRT81","ENSG00000205426",5621,1717,1486.5
"14627","KRT82","ENSG00000161850",12424,2664,1542
"14628","KRT83","ENSG00000170523",7097,1875,1482
"14629","KRT84","ENSG00000161849",7840,2092,1803
"14630","KRT85","ENSG00000135443",7475,1387,NA
"14631","KRT86","ENSG00000170442",59863,2091,1461
"14632","KRT87P","ENSG00000135477",8401,1582,NA
"14633","KRT89P","ENSG00000274928",12839,1011.5,NA
"14634","KRT8P1","ENSG00000258948",1206,1207,NA
"14635","KRT8P10","ENSG00000231203",1446,1447,NA
"14636","KRT8P11","ENSG00000255815",1435,1436,NA
"14637","KRT8P12","ENSG00000229320",3801,1197.5,NA
"14638","KRT8P13","ENSG00000241416",1009,1010,NA
"14639","KRT8P14","ENSG00000214282",1441,1442,NA
"14640","KRT8P15","ENSG00000233579",1450,1451,NA
"14641","KRT8P17","ENSG00000235124",1447,1448,NA
"14642","KRT8P18","ENSG00000228767",1444,1445,NA
"14643","KRT8P19","ENSG00000257528",1454,1455,NA
"14644","KRT8P2","ENSG00000258828",943,944,NA
"14645","KRT8P20","ENSG00000227404",1408,1409,NA
"14646","KRT8P21","ENSG00000229636",1490,1491,NA
"14647","KRT8P22","ENSG00000260731",1414,1415,NA
"14648","KRT8P23","ENSG00000259565",1206,1207,NA
"14649","KRT8P24","ENSG00000259500",1558,1559,NA
"14650","KRT8P25","ENSG00000239829",1455,1456,NA
"14651","KRT8P26","ENSG00000214659",1275,1276,NA
"14652","KRT8P27","ENSG00000226502",1456,1457,NA
"14653","KRT8P28","ENSG00000223810",1389,1390,NA
"14654","KRT8P29","ENSG00000236430",1613,1371,NA
"14655","KRT8P3","ENSG00000254285",1448,1449,NA
"14656","KRT8P30","ENSG00000224928",649,650,NA
"14657","KRT8P31","ENSG00000250148",1407,1408,NA
"14658","KRT8P32","ENSG00000250221",1460,1461,NA
"14659","KRT8P33","ENSG00000250539",1422,1423,NA
"14660","KRT8P34","ENSG00000264663",1043,1044,NA
"14661","KRT8P35","ENSG00000242841",1337,1338,NA
"14662","KRT8P36","ENSG00000240668",1439,1440,NA
"14663","KRT8P37","ENSG00000213771",1419,1420,NA
"14664","KRT8P38","ENSG00000226358",1429,1430,NA
"14665","KRT8P39","ENSG00000233560",1432,1433,NA
"14666","KRT8P4","ENSG00000248231",2450,1454,NA
"14667","KRT8P40","ENSG00000213069",562,563,NA
"14668","KRT8P41","ENSG00000213538",1513,1514,NA
"14669","KRT8P42","ENSG00000220378",1698,1399,NA
"14670","KRT8P43","ENSG00000218186",1778,1458,NA
"14671","KRT8P44","ENSG00000227913",1349,1350,NA
"14672","KRT8P45","ENSG00000224520",1446,1447,NA
"14673","KRT8P46","ENSG00000248971",1425,1426,NA
"14674","KRT8P47","ENSG00000271647",1397,1398,NA
"14675","KRT8P48","ENSG00000248568",1219,1220,NA
"14676","KRT8P49","ENSG00000271602",1431,1432,NA
"14677","KRT8P5","ENSG00000267573",1457,1458,NA
"14678","KRT8P50","ENSG00000260799",1437,1438,NA
"14679","KRT8P51","ENSG00000223657",273,274,NA
"14680","KRT8P6","ENSG00000214930",1206,1207,NA
"14681","KRT8P7","ENSG00000230716",1431,1432,NA
"14682","KRT8P8","ENSG00000223940",1447,1448,NA
"14683","KRT8P9","ENSG00000259470",1448,1449,NA
"14684","KRT9","ENSG00000171403",6223,1894.5,1522.5
"14685","KRT90P","ENSG00000257844",10125,1064,NA
"14686","KRTAP1-1","ENSG00000188581",909,910,534
"14687","KRTAP1-1","ENSG00000262808",902,903,534
"14688","KRTAP1-3","ENSG00000221880",990,991,504
"14689","KRTAP1-3","ENSG00000262347",971,972,504
"14690","KRTAP1-4","ENSG00000204887",407,408,366
"14691","KRTAP1-4","ENSG00000263242",407,408,366
"14692","KRTAP1-5","ENSG00000221852",1182,1183,525
"14693","KRTAP1-5","ENSG00000261862",1176,1177,525
"14694","KRTAP10-1","ENSG00000215455",1214,1215,849
"14695","KRTAP10-10","ENSG00000221859",1099,1100,756
"14696","KRTAP10-11","ENSG00000243489",1236,1237,897
"14697","KRTAP10-12","ENSG00000189169",872,577.5,510
"14698","KRTAP10-13P","ENSG00000236382",570,571,NA
"14699","KRTAP10-2","ENSG00000205445",1148,757.5,NA
"14700","KRTAP10-3","ENSG00000212935",1005,1006,666
"14701","KRTAP10-4","ENSG00000215454",64560,1244,1113
"14702","KRTAP10-5","ENSG00000241123",1149,1150,816
"14703","KRTAP10-6","ENSG00000188155",1237,1238,1098
"14704","KRTAP10-7","ENSG00000272804",1577,1578,1113
"14705","KRTAP10-8","ENSG00000187766",875,876,780
"14706","KRTAP10-9","ENSG00000221837",1285,615,NA
"14707","KRTAP11-1","ENSG00000182591",936,937,492
"14708","KRTAP12-1","ENSG00000187175",587,588,291
"14709","KRTAP12-2","ENSG00000221864",738,739,441
"14710","KRTAP12-3","ENSG00000205439",409,410,291
"14711","KRTAP12-4","ENSG00000212933",446,447,339
"14712","KRTAP12-6P","ENSG00000276647",271,272,NA
"14713","KRTAP13-1","ENSG00000198390",791,792,519
"14714","KRTAP13-2","ENSG00000182816",881,882,528
"14715","KRTAP13-3","ENSG00000240432",703,704,519
"14716","KRTAP13-4","ENSG00000186971",796,797,483
"14717","KRTAP13-5P","ENSG00000233640",498,499,NA
"14718","KRTAP13-6P","ENSG00000250973",370,371,NA
"14719","KRTAP15-1","ENSG00000186970",670,671,414
